date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
5/23/2014,3,2.0,1560,4080,2.0,0.0,0.0,3,7,1560,0.0,1923,1982.0,98115,47.6892,-122.319,1900,4080
4/2/2015,2,1.0,1330,92782,1.0,0.0,0.0,2,6,1330,0.0,1950,0.0,98014,47.6624,-121.868,1280,168141
4/22/2015,4,2.5,2030,7210,1.0,0.0,0.0,5,7,1330,?,1969,,98059,47.5067,-122.16,1980,7560
5/11/2015,3,1.75,1970,9512,1.0,0.0,0.0,3,8,1970,0.0,1968,0.0,98058,47.4545,-122.146,2250,10573
1/12/2015,3,3.5,2800,7694,1.0,,0.0,3,9,2800,0.0,2005,0.0,98053,47.7095,-122.022,2420,7694
7/11/2014,4,2.75,3520,5500,2.0,0.0,0.0,3,9,3520,0.0,2014,,98074,47.6181,-122.056,3340,5500
3/4/2015,4,2.5,2810,4922,2.0,0.0,0.0,3,9,2810,0.0,2005,0.0,98074,47.614,-122.041,2920,4922
7/20/2014,4,1.0,1310,6000,1.5,0.0,0.0,3,7,1310,0.0,1940,0.0,98144,47.5822,-122.295,1630,6000
4/24/2015,4,1.75,2250,292288,1.0,0.0,0.0,4,7,2250,0.0,1963,0.0,98042,47.3787,-122.09100000000001,1550,23798
4/7/2015,3,1.75,1610,6205,1.0,0.0,0.0,4,7,1210,400.0,1979,0.0,98023,47.3004,-122.383,1780,8056
11/7/2014,4,2.5,1940,6887,2.0,0.0,0.0,3,7,1940,0.0,1990,0.0,98023,47.2911,-122.353,1870,6144
9/12/2014,3,2.5,2280,6134,2.0,0.0,0.0,3,8,2280,0.0,2004,,98065,47.5335,-121.854,2640,6167
3/27/2015,4,3.5,4370,37193,2.0,0.0,3.0,3,8,2780,1590.0,1996,,98022,47.24100000000001,-121.979,2860,39356
7/9/2014,2,1.75,1350,4614,1.0,0.0,0.0,3,8,1350,0.0,2008,0.0,98053,47.7091,-122.015,1680,4775
12/18/2014,3,3.5,2760,4500,2.0,0.0,0.0,3,9,2120,640.0,2004,0.0,98119,47.6529,-122.37200000000001,1950,6000
1/7/2015,3,2.5,2100,15120,1.0,0.0,0.0,4,8,2100,0.0,1953,0.0,98004,47.6201,-122.22200000000001,3070,16078
10/6/2014,2,1.0,1150,15000,1.0,0.0,0.0,3,6,1060,90.0,1930,2013.0,98168,47.4935,-122.316,1350,15000
6/4/2014,1,1.0,790,13062,1.0,0.0,0.0,3,6,790,0.0,1942,0.0,98168,47.4919,-122.311,1240,7137
8/11/2014,4,2.5,2490,5647,2.0,0.0,0.0,3,8,2490,0.0,2014,0.0,98052,47.7043,-122.11399999999999,2970,5450
4/23/2015,4,2.5,2700,25870,2.0,0.0,0.0,4,8,2700,0.0,1992,0.0,98033,47.6934,-122.161,1540,20720
7/8/2014,4,2.5,1910,10300,1.0,0.0,0.0,3,8,1910,0.0,1921,,98177,47.7581,-122.359,1910,7750
10/20/2014,3,2.0,1540,3600,2.0,0.0,0.0,3,8,1540,0.0,1900,1988.0,98112,47.6343,-122.28299999999999,2970,3600
11/26/2014,4,2.75,2110,8190,1.5,,0.0,5,8,2110,0.0,1966,0.0,98008,47.6269,-122.1,2420,8400
6/13/2014,6,3.75,3010,4360,2.0,0.0,0.0,3,9,2000,1010.0,2014,,98103,47.6873,-122.333,1600,5160
5/31/2014,5,2.75,2080,13189,2.0,0.0,0.0,3,8,2080,0.0,1987,0.0,98074,47.6288,-122.031,2030,11847
3/17/2015,2,1.0,620,6600,1.0,0.0,0.0,3,6,620,0.0,1963,0.0,98168,47.4862,-122.33,1050,6600
9/23/2014,5,2.5,2300,28480,2.0,0.0,0.0,3,6,2300,0.0,1994,0.0,98053,47.6403,-121.964,1880,26720
4/2/2015,3,2.5,1600,5960,2.0,0.0,2.0,5,8,1600,0.0,1910,0.0,98168,47.4758,-122.265,1410,13056
8/20/2014,4,2.5,1790,6590,2.0,0.0,0.0,3,7,1790,0.0,2005,0.0,98059,47.4829,-122.12799999999999,1950,5180
8/12/2014,4,3.5,4610,12500,2.0,0.0,2.0,3,11,4610,0.0,2003,0.0,98033,47.6508,-122.20299999999999,2340,11538
2/9/2015,3,2.5,1430,9044,2.0,0.0,0.0,3,7,1430,0.0,1991,0.0,98022,47.1956,-121.986,1580,8624
6/20/2014,3,2.25,1470,4653,2.0,0.0,0.0,4,7,1470,0.0,1985,0.0,98029,47.5667,-122.01799999999999,1560,4119
10/1/2014,2,1.0,1070,2196,1.0,0.0,0.0,4,7,880,190.0,1917,0.0,98144,47.5726,-122.30799999999999,1160,3600
9/19/2014,4,2.0,1440,7641,1.0,,0.0,4,5,1440,0.0,1943,0.0,98056,47.508,-122.18299999999999,1440,7750
6/10/2014,2,2.25,1060,1208,2.0,0.0,0.0,3,8,940,120.0,2005,,98102,47.6371,-122.32700000000001,1300,1169
5/29/2014,2,1.0,900,8580,1.0,0.0,0.0,3,5,900,0.0,1918,0.0,98168,47.4727,-122.27,2060,6533
3/23/2015,3,1.0,1810,13068,1.0,0.0,0.0,4,7,1360,450.0,1941,0.0,98070,47.4482,-122.462,1400,13068
10/30/2014,2,2.25,1110,1290,3.0,0.0,0.0,3,8,1110,0.0,2006,0.0,98103,47.6968,-122.34,1360,1251
7/3/2014,3,3.25,3620,4000,2.0,0.0,0.0,3,10,2730,890.0,2005,0.0,98199,47.6393,-122.40299999999999,1910,5000
6/19/2014,3,1.5,1140,8340,1.0,0.0,0.0,3,7,1140,0.0,1960,0.0,98168,47.4773,-122.28,1140,8340
9/23/2014,3,2.5,1520,9864,1.0,0.0,0.0,3,7,1160,360.0,1993,0.0,98092,47.3186,-122.171,1580,7425
9/3/2014,3,2.5,1490,2138,2.0,,0.0,3,7,1490,0.0,2005,0.0,98055,47.4324,-122.197,1490,2094
5/12/2014,3,1.5,1370,8470,1.0,0.0,0.0,4,7,1370,0.0,1961,0.0,98092,47.2874,-122.19200000000001,1710,8800
6/10/2014,5,3.0,3670,10583,1.0,0.0,0.0,5,8,2060,1610.0,1952,0.0,98155,47.7589,-122.277,2720,13865
5/1/2015,3,2.5,2230,5050,2.0,0.0,0.0,3,7,2230,0.0,2006,0.0,98042,47.3359,-122.055,2260,5050
6/6/2014,4,1.5,1320,14250,1.0,,0.0,4,7,1320,0.0,1954,,98033,47.7016,-122.199,1720,14250
5/5/2015,4,2.5,2110,5306,2.0,0.0,0.0,3,8,2110,0.0,2012,0.0,98038,47.356,-122.057,2250,5306
6/4/2014,3,1.0,1010,5400,1.0,0.0,0.0,3,6,1010,0.0,1959,,98144,47.5746,-122.29299999999999,960,5400
12/31/2014,4,1.75,1780,8768,1.0,0.0,0.0,4,7,1050,730.0,1951,0.0,98125,47.7085,-122.28299999999999,1590,8100
11/17/2014,4,2.75,2560,7961,1.0,0.0,2.0,4,8,1450,1110.0,1975,0.0,98033,47.6499,-122.199,2500,9009
12/26/2014,3,2.75,1050,7200,1.0,0.0,0.0,3,7,1050,0.0,1985,0.0,98125,47.7163,-122.303,1860,9000
7/30/2014,4,2.5,2480,12688,1.0,0.0,0.0,4,9,1820,660.0,1967,0.0,98004,47.6344,-122.205,2910,11979
7/29/2014,3,2.0,1160,7217,1.0,0.0,0.0,3,7,1160,0.0,1969,0.0,98034,47.7279,-122.227,1870,9104
7/22/2014,4,2.5,2270,13449,1.0,0.0,0.0,4,9,1310,960.0,1975,0.0,98040,47.5416,-122.23200000000001,2810,13475
10/31/2014,4,2.0,1460,7254,1.0,0.0,0.0,3,6,1460,0.0,1959,0.0,98178,47.5056,-122.25399999999999,1460,7236
7/29/2014,3,1.75,2300,12000,1.0,0.0,0.0,3,8,1770,530.0,1942,0.0,98133,47.7599,-122.34299999999999,2030,6000
8/27/2014,3,2.5,2280,213879,2.0,0.0,0.0,3,8,2280,0.0,1994,0.0,98038,47.4213,-122.03299999999999,2380,178160
9/19/2014,5,3.0,3610,7555,2.0,0.0,0.0,3,8,3610,0.0,2003,0.0,98038,47.3534,-122.012,3610,7979
6/3/2014,3,1.0,1110,7962,1.0,0.0,0.0,3,7,1110,0.0,1962,0.0,98146,47.5035,-122.36,1200,8094
7/14/2014,3,2.0,1520,3451,1.0,0.0,0.0,3,8,1520,0.0,1996,0.0,98177,47.7753,-122.375,1800,3451
4/8/2015,4,2.5,2030,9905,1.0,0.0,0.0,4,8,2030,0.0,1959,0.0,98006,47.5518,-122.184,2130,10008
9/26/2014,3,2.25,2520,12000,1.0,,0.0,3,10,2520,0.0,1978,0.0,98074,47.6381,-122.06200000000001,2510,12000
11/3/2014,4,2.25,1600,6202,2.0,0.0,0.0,4,7,1600,0.0,1986,0.0,98038,47.3784,-122.046,1530,6298
4/14/2015,4,2.5,2790,7673,2.0,0.0,0.0,3,9,2790,0.0,1989,0.0,98052,47.6692,-122.13600000000001,2740,7837
8/4/2014,3,1.75,1780,11096,1.0,,0.0,3,7,1210,570.0,1979,0.0,98074,47.617,-122.051,1780,10640
10/13/2014,4,2.5,2980,12075,1.0,0.0,0.0,3,8,1910,1070.0,2007,0.0,98056,47.5074,-122.17200000000001,2240,12075
12/3/2014,3,2.25,2510,43995,2.0,0.0,0.0,3,8,2510,0.0,1981,,98027,47.4545,-121.988,2470,48351
6/3/2014,4,3.75,2930,3200,1.5,0.0,0.0,5,9,2130,800.0,1925,0.0,98119,47.643,-122.359,1900,4320
12/30/2014,4,2.0,2380,4500,1.5,0.0,0.0,3,6,1470,910.0,1926,2014.0,98118,47.5652,-122.281,1300,4500
3/12/2015,2,1.0,1380,9251,1.0,0.0,0.0,3,7,1380,0.0,1940,,98028,47.7486,-122.249,1870,12158
12/8/2014,1,1.0,620,8261,1.0,0.0,0.0,3,5,620,0.0,1939,,98106,47.5138,-122.36399999999999,1180,8244
12/18/2014,3,1.25,2350,6200,1.0,0.0,0.0,4,7,1320,1030.0,1966,0.0,98007,47.5979,-122.135,2140,9543
7/22/2014,4,2.5,2910,6555,2.0,0.0,0.0,3,9,2910,0.0,2005,0.0,98033,47.6659,-122.17200000000001,2910,10419
7/8/2014,4,2.5,2850,37522,2.0,0.0,0.0,3,9,2850,0.0,1987,0.0,98075,47.5852,-121.992,2980,35280
5/9/2014,4,2.25,2130,8078,1.0,0.0,0.0,4,7,1380,750.0,1977,0.0,98055,47.4482,-122.209,2300,8112
10/16/2014,2,1.75,1160,6828,1.0,0.0,0.0,3,7,860,300.0,1941,0.0,98115,47.6937,-122.29799999999999,1250,6828
5/16/2014,3,3.0,1970,24318,1.0,0.0,0.0,3,8,1970,0.0,2010,0.0,98028,47.7651,-122.24600000000001,2150,14695
7/24/2014,3,2.25,2950,8036,1.5,0.0,0.0,3,8,1950,1000.0,1963,0.0,98125,47.7239,-122.31299999999999,2060,7200
5/12/2015,3,1.0,1040,4000,1.0,0.0,0.0,3,7,1040,0.0,1950,0.0,98122,47.6178,-122.292,1170,4000
2/12/2015,3,1.75,1910,12321,1.0,0.0,0.0,4,7,1100,810.0,1952,0.0,98004,47.5995,-122.198,1910,11761
1/21/2015,3,2.75,1820,7517,1.0,0.0,0.0,3,9,1820,0.0,1997,0.0,98116,47.5705,-122.406,2540,8035
11/18/2014,3,2.5,1630,11592,2.0,,0.0,3,8,1630,0.0,1987,0.0,98011,47.7574,-122.228,1700,8850
5/13/2014,3,1.75,1680,2400,1.0,0.0,0.0,5,7,870,810.0,1922,0.0,98122,47.6155,-122.3,1440,3600
4/14/2015,3,2.5,2380,5017,2.0,0.0,0.0,3,9,2380,0.0,2003,0.0,98074,47.6297,-122.021,2670,6066
2/24/2015,2,1.0,1030,12350,1.5,0.0,0.0,3,7,1030,0.0,1942,0.0,98115,47.6984,-122.324,1790,6900
4/17/2015,3,1.75,1410,1988,2.0,,0.0,3,8,1410,0.0,2014,0.0,98106,47.5171,-122.34700000000001,1410,1899
7/10/2014,3,2.5,1550,3402,2.0,0.0,0.0,3,7,1550,0.0,2009,0.0,98002,47.3523,-122.212,2095,3402
7/30/2014,3,1.0,1450,3350,1.5,0.0,0.0,4,7,1450,0.0,1919,0.0,98126,47.5607,-122.37799999999999,1340,4255
4/21/2015,4,2.25,1860,3766,2.0,0.0,0.0,3,8,1860,0.0,1995,0.0,98029,47.5699,-122.006,1860,4169
9/16/2014,2,0.75,1040,4000,1.0,0.0,0.0,3,7,930,110.0,1909,0.0,98119,47.6489,-122.37200000000001,1700,4800
2/18/2015,2,2.0,1040,5796,1.0,,2.0,4,6,1040,0.0,1921,0.0,98155,47.7362,-122.29,2300,5796
9/4/2014,3,2.5,1610,1728,3.0,,0.0,3,8,1610,0.0,2000,0.0,98115,47.6776,-122.318,1540,3090
4/28/2015,3,1.75,1630,10001,1.0,0.0,0.0,4,7,1100,530.0,1977,0.0,98042,47.3605,-122.12,1630,10001
7/22/2014,6,3.75,3160,5000,2.0,0.0,0.0,3,8,3160,0.0,1989,0.0,98107,47.6748,-122.384,1740,5000
6/6/2014,3,1.5,2170,16600,1.0,1.0,2.0,3,10,1130,1040.0,1979,0.0,98052,47.6307,-122.088,3130,13875
11/19/2014,3,2.5,2010,6857,1.0,0.0,0.0,4,9,1450,560.0,1955,,98102,47.6402,-122.314,2380,6370
7/22/2014,3,2.25,2060,47318,1.0,0.0,2.0,4,8,1600,460.0,1976,0.0,98001,47.2758,-122.265,1870,19663
11/25/2014,2,1.0,720,4120,1.0,0.0,0.0,5,5,720,0.0,1915,,98002,47.303000000000004,-122.21700000000001,940,6180
9/12/2014,3,3.0,2130,5000,1.5,0.0,0.0,3,7,1570,560.0,1913,,98118,47.5451,-122.28399999999999,1638,4500
5/6/2014,3,2.25,1980,8000,1.0,0.0,0.0,4,9,1560,420.0,1974,0.0,98023,47.3149,-122.37799999999999,2360,8000
1/30/2015,1,0.75,410,8636,1.0,0.0,0.0,2,4,410,0.0,1953,0.0,98146,47.5077,-122.35700000000001,1190,8636
7/24/2014,5,2.5,2670,14455,2.0,0.0,0.0,5,9,2670,0.0,1958,,98155,47.7565,-122.28399999999999,1810,14455
9/16/2014,3,2.25,2280,8765,2.0,0.0,0.0,3,8,2280,0.0,1977,0.0,98058,47.4419,-122.133,1920,8265
12/20/2014,2,1.0,1360,9367,1.0,,0.0,4,6,680,680.0,1924,0.0,98155,47.7689,-122.315,1360,7543
6/19/2014,4,2.5,3280,209088,2.0,0.0,0.0,3,10,3280,0.0,1994,0.0,98053,47.6553,-122.023,2460,39498
10/27/2014,3,2.5,3030,45004,2.0,0.0,0.0,3,9,3030,0.0,1987,0.0,98077,47.7721,-122.09299999999999,3080,35781
6/28/2014,2,1.75,1910,3376,2.0,0.0,0.0,3,8,1910,0.0,1980,,98038,47.3733,-122.057,1470,3623
3/23/2015,4,2.5,2690,5505,2.0,0.0,0.0,3,8,2690,0.0,2004,0.0,98042,47.3666,-122.119,2690,5505
4/20/2015,4,2.5,2090,12833,1.0,0.0,0.0,3,7,1220,870.0,1969,0.0,98034,47.7266,-122.175,1740,11200
3/21/2015,3,2.0,1470,6000,1.0,0.0,0.0,3,8,1090,380.0,1950,1996.0,98033,47.6829,-122.20200000000001,1880,7799
9/1/2014,3,2.25,1780,9969,1.0,,0.0,3,8,1450,330.0,1985,0.0,98034,47.7286,-122.16799999999999,1950,7974
12/23/2014,6,3.0,2870,206474,2.0,0.0,0.0,3,7,2330,540.0,1960,1985.0,98042,47.401,-122.095,2380,59677
3/27/2015,5,1.75,2650,11340,1.0,0.0,0.0,3,8,2650,0.0,1955,0.0,98004,47.62600000000001,-122.213,2780,13204
7/1/2014,3,1.0,1640,12855,1.5,0.0,0.0,5,6,1500,140.0,1920,,98004,47.6169,-122.212,2190,11262
4/24/2015,5,2.75,1510,5700,2.0,0.0,1.0,4,7,1510,0.0,1946,0.0,98105,47.6653,-122.27,2190,5700
6/23/2014,3,1.0,1150,8145,1.0,,0.0,4,6,990,160.0,1932,0.0,98155,47.7471,-122.31700000000001,1200,8145
2/18/2015,3,1.0,1180,8400,1.0,0.0,0.0,3,7,1180,0.0,1951,0.0,98125,47.7028,-122.295,1740,7020
4/20/2015,3,1.5,1380,7200,1.0,,0.0,3,7,1080,300.0,1948,0.0,98106,47.5292,-122.348,1220,7200
1/12/2015,4,2.5,2060,10125,2.0,0.0,0.0,4,7,1560,500.0,1979,0.0,98028,47.763999999999996,-122.262,1760,9876
9/10/2014,3,2.75,2050,3320,1.5,0.0,0.0,4,7,1580,470.0,1927,0.0,98105,47.6719,-122.301,1760,4150
8/28/2014,3,1.75,1250,7030,1.0,0.0,0.0,3,7,1250,0.0,1965,0.0,98008,47.6285,-122.118,1460,7210
2/7/2015,4,2.5,2019,4435,2.0,0.0,3.0,3,8,2019,0.0,2008,0.0,98022,47.1958,-121.97399999999999,1950,4800
7/30/2014,3,1.75,1480,7560,1.0,0.0,0.0,3,6,1100,380.0,1920,1985.0,98117,47.6985,-122.36399999999999,1510,7250
1/30/2015,3,3.25,3020,6073,2.0,,0.0,4,9,3020,0.0,1954,,98112,47.6332,-122.29,3020,7700
5/2/2014,4,2.5,3630,42884,1.5,0.0,0.0,3,9,2300,1330.0,1979,,98092,47.2617,-122.19,2830,80148
3/25/2015,3,2.5,1970,3667,2.0,0.0,0.0,3,7,1970,0.0,2004,0.0,98065,47.5321,-121.851,1970,3739
3/22/2015,3,1.75,1420,7200,1.0,0.0,0.0,3,7,1000,420.0,1979,0.0,98146,47.5069,-122.367,1550,8640
2/3/2015,4,2.25,2810,12607,2.0,0.0,0.0,3,10,2810,0.0,1985,0.0,98058,47.4585,-122.13,2810,17400
4/10/2015,5,1.75,2110,8500,1.0,0.0,0.0,3,7,1100,1010.0,1962,,98133,47.7737,-122.35,2020,8500
9/22/2014,4,2.75,2270,10460,2.0,0.0,0.0,3,9,2270,0.0,1965,0.0,98040,47.5603,-122.22200000000001,2610,10180
11/21/2014,3,1.0,1400,4914,1.5,0.0,0.0,3,7,1400,0.0,1929,0.0,98117,47.681000000000004,-122.36399999999999,1400,3744
7/7/2014,3,1.5,1820,12686,1.0,0.0,0.0,4,7,1820,0.0,1952,0.0,98004,47.5886,-122.195,3020,11550
7/21/2014,3,2.75,2190,11060,1.0,0.0,0.0,4,7,1610,580.0,1973,0.0,98033,47.6893,-122.208,2020,8588
6/15/2014,3,2.5,1890,4838,2.0,0.0,0.0,3,8,1730,160.0,2002,0.0,98168,47.4802,-122.279,1910,7409
7/29/2014,3,2.5,2500,4203,2.0,0.0,0.0,3,8,2500,0.0,2001,0.0,98065,47.5346,-121.875,2460,4798
6/18/2014,5,2.25,2480,12070,2.0,0.0,0.0,3,9,2480,0.0,1978,0.0,98074,47.631,-122.052,2570,12000
7/24/2014,3,1.0,810,7000,1.0,0.0,0.0,3,7,810,0.0,1968,0.0,98052,47.6591,-122.134,1820,7589
2/13/2015,4,2.75,1950,9720,1.0,,0.0,3,7,1400,550.0,1986,0.0,98031,47.3969,-122.205,2300,10530
5/8/2014,3,2.5,1190,3000,2.0,0.0,0.0,3,7,1190,0.0,2002,,98178,47.4933,-122.275,1190,3000
6/25/2014,4,4.5,4225,284011,2.0,0.0,0.0,4,11,4225,0.0,1985,0.0,98074,47.6118,-122.024,2870,14576
5/16/2014,3,2.0,2180,5440,1.0,0.0,0.0,5,7,1100,1080.0,1904,0.0,98103,47.657,-122.345,1470,4109
4/16/2015,3,2.5,3550,32807,2.0,,0.0,3,9,3550,0.0,1989,0.0,98077,47.7292,-122.08200000000001,3270,35001
10/9/2014,2,0.75,440,8313,1.0,1.0,3.0,4,5,440,0.0,1943,0.0,98070,47.4339,-122.512,880,26289
8/26/2014,2,1.0,600,4854,1.0,,0.0,5,6,600,0.0,1922,0.0,98168,47.4927,-122.28,1470,5000
4/22/2015,3,2.5,1410,1250,2.0,0.0,0.0,3,8,1140,270.0,2010,,98119,47.6515,-122.375,1720,2825
6/10/2014,3,1.0,970,7742,1.0,0.0,0.0,4,6,970,0.0,1967,0.0,98003,47.3173,-122.32700000000001,970,7650
9/4/2014,1,1.0,800,533610,1.5,,0.0,5,5,800,0.0,1950,0.0,98038,47.4134,-121.986,1790,216057
9/9/2014,3,2.25,2140,10256,2.0,0.0,,3,8,2140,0.0,1987,,98038,47.3751,-122.044,2040,11717
5/11/2015,4,1.0,1610,2982,1.5,0.0,0.0,4,7,1610,0.0,1925,0.0,98144,47.586999999999996,-122.294,1610,4040
11/18/2014,3,1.75,1680,4240,1.5,0.0,0.0,4,7,1680,0.0,1926,0.0,98144,47.5745,-122.311,1460,4240
3/2/2015,4,3.5,3310,6000,2.0,,2.0,3,8,2200,1110.0,2010,0.0,98136,47.5511,-122.391,1420,6000
2/20/2015,2,1.75,1330,4903,1.0,0.0,0.0,3,7,1330,0.0,1985,0.0,98052,47.6819,-122.161,1470,2735
11/14/2014,3,2.5,1870,3485,2.0,,0.0,3,8,1870,0.0,2001,0.0,98029,47.5493,-122.00399999999999,1940,3485
12/10/2014,4,2.25,2040,8315,1.0,0.0,0.0,4,8,1480,560.0,1958,0.0,98177,47.7077,-122.37100000000001,2330,8940
12/18/2014,3,2.5,1820,374616,2.0,0.0,0.0,3,7,1820,0.0,1999,0.0,98014,47.6539,-121.959,1870,220654
11/5/2014,3,2.5,2240,3691,2.0,0.0,0.0,3,7,2240,0.0,2003,,98092,47.3364,-122.169,2619,3691
1/16/2015,4,3.0,3120,157875,2.0,0.0,0.0,4,8,3120,0.0,1977,0.0,98058,47.443999999999996,-122.18700000000001,1580,7050
6/10/2014,3,3.0,2940,4622,2.0,0.0,0.0,4,9,2230,710.0,1988,0.0,98105,47.6641,-122.29299999999999,1580,4000
8/8/2014,3,2.5,1670,6186,2.0,0.0,0.0,3,7,1670,0.0,2002,,98038,47.3668,-122.031,2390,6924
3/3/2015,5,2.25,2730,6000,1.5,0.0,0.0,3,8,2130,600.0,1927,0.0,98105,47.6571,-122.281,2730,6000
4/15/2015,3,1.75,1350,10125,1.0,0.0,0.0,3,8,1350,0.0,1967,,98003,47.3334,-122.29799999999999,1520,9720
12/30/2014,6,3.0,2470,9328,2.0,0.0,0.0,3,8,2470,0.0,1982,0.0,98007,47.6025,-122.15299999999999,2470,9454
3/16/2015,3,1.75,1800,7620,1.0,0.0,0.0,3,8,1350,450.0,1951,0.0,98177,47.7165,-122.361,1770,7620
11/18/2014,4,2.25,2660,11200,2.0,0.0,0.0,4,8,2660,0.0,1972,0.0,98059,47.4722,-122.131,2090,11120
12/9/2014,3,1.75,1400,6000,1.0,0.0,0.0,4,7,700,700.0,1919,,98108,47.5283,-122.321,1030,6000
7/5/2014,4,2.5,2700,4275,2.0,0.0,0.0,3,9,2700,0.0,2004,,98115,47.6725,-122.32700000000001,1810,4500
3/25/2015,3,3.5,3600,37982,2.0,0.0,0.0,4,8,3600,0.0,1996,,98014,47.6982,-121.917,2050,18019
1/9/2015,2,1.5,870,747,2.0,0.0,0.0,3,8,800,?,2004,,98103,47.6967,-122.34200000000001,1710,1280
6/4/2014,3,2.5,2660,13367,2.0,0.0,2.0,3,10,2660,0.0,1992,0.0,98004,47.6501,-122.21700000000001,2660,13367
8/13/2014,3,1.75,1800,18000,1.0,0.0,0.0,3,8,1200,600.0,1968,0.0,98058,47.4406,-122.146,1800,18000
7/8/2014,4,3.5,3960,6654,2.0,0.0,0.0,3,10,2850,1110.0,2006,0.0,98199,47.6461,-122.389,2840,6400
8/28/2014,3,1.5,1180,7384,1.0,0.0,0.0,5,7,1180,0.0,1959,0.0,98032,47.3838,-122.287,1150,7455
7/9/2014,3,1.0,990,8062,1.0,0.0,0.0,4,7,990,0.0,1960,0.0,98198,47.4151,-122.334,1420,8790
11/5/2014,4,2.5,4260,36360,1.5,0.0,0.0,4,8,4100,160.0,1935,0.0,98155,47.763999999999996,-122.302,2430,17888
5/31/2014,3,2.5,1960,3480,2.0,0.0,0.0,3,7,1960,0.0,2004,,98056,47.4802,-122.18,2560,3500
11/5/2014,3,2.75,1890,2614,2.0,,0.0,4,9,1890,0.0,1979,0.0,98008,47.6102,-122.11399999999999,1800,2769
10/20/2014,2,2.25,1240,1172,2.0,0.0,0.0,3,8,1000,240.0,2008,0.0,98144,47.5877,-122.316,1260,1111
10/29/2014,3,1.0,1980,39150,1.5,0.0,0.0,3,6,1580,400.0,1932,0.0,98030,47.3818,-122.225,1860,11811
1/20/2015,3,1.75,1370,10780,1.0,0.0,0.0,3,7,1370,0.0,1959,0.0,98168,47.4727,-122.29799999999999,1370,10317
12/11/2014,3,2.25,2680,41804,1.0,0.0,0.0,3,9,2680,0.0,1989,0.0,98045,47.4828,-121.73,2680,40866
7/17/2014,3,1.5,1210,12500,1.0,0.0,0.0,3,7,1210,0.0,1962,,98146,47.503,-122.351,1210,12500
9/10/2014,4,2.5,2310,6200,2.0,0.0,0.0,3,8,2310,0.0,1998,0.0,98092,47.3321,-122.17200000000001,2480,6200
2/24/2015,4,2.0,1220,9100,1.5,0.0,0.0,4,7,1220,0.0,1970,0.0,98023,47.2964,-122.376,1160,7700
8/29/2014,3,1.75,1920,8775,1.0,0.0,0.0,3,7,1920,0.0,1953,0.0,98166,47.4544,-122.351,1560,8100
6/23/2014,5,2.5,3390,9760,1.0,0.0,0.0,5,8,1750,?,1978,,98058,47.4462,-122.137,2360,9600
4/7/2015,3,1.75,2070,5000,1.5,0.0,0.0,3,8,2070,0.0,1920,0.0,98144,47.5828,-122.291,2630,5000
12/15/2014,2,1.0,950,5650,1.0,,0.0,5,6,950,0.0,1943,0.0,98118,47.5149,-122.257,1250,5650
12/22/2014,4,3.5,4220,5817,2.0,0.0,0.0,3,9,2910,1310.0,2006,0.0,98065,47.5392,-121.86200000000001,4290,6637
4/29/2015,3,3.0,1460,1180,3.0,0.0,0.0,3,8,1460,0.0,2006,0.0,98117,47.6998,-122.367,1460,1224
5/1/2015,2,1.0,770,6731,1.0,0.0,0.0,4,6,770,0.0,1943,0.0,98155,47.7505,-122.31200000000001,1120,9212
1/13/2015,4,2.0,1960,190357,1.0,0.0,3.0,2,8,1960,0.0,1971,0.0,98027,47.5538,-121.958,2560,189100
7/21/2014,2,1.0,740,6460,1.0,0.0,0.0,3,6,740,0.0,1953,0.0,98146,47.5077,-122.344,1170,6975
3/25/2015,3,2.5,2260,93218,1.0,0.0,2.0,4,6,2260,0.0,1998,0.0,98022,47.2582,-121.935,2180,111078
10/3/2014,4,1.75,3720,8448,1.0,0.0,3.0,4,9,1960,1760.0,1947,0.0,98199,47.6425,-122.406,2540,7064
8/4/2014,3,2.5,2010,2212,2.0,0.0,0.0,3,8,1390,?,2014,0.0,98029,47.5523,-121.99799999999999,1690,1619
9/29/2014,4,1.75,2040,15000,1.0,0.0,0.0,4,7,1360,?,1967,0.0,98092,47.3107,-122.189,2310,15000
7/24/2014,3,1.0,1440,5580,1.5,0.0,0.0,3,7,1440,0.0,1908,,98115,47.6898,-122.32600000000001,2010,5580
3/10/2015,3,3.5,1370,1764,2.0,0.0,0.0,3,8,1180,190.0,2000,0.0,98119,47.6511,-122.368,1400,1398
2/12/2015,3,2.5,2390,8000,2.0,0.0,0.0,3,8,2390,0.0,1995,0.0,98042,47.3895,-122.154,2070,7585
9/10/2014,5,3.5,2738,6031,2.0,0.0,0.0,3,8,2738,0.0,2014,0.0,98023,47.2962,-122.35,2738,5201
1/26/2015,3,1.0,1530,9465,1.0,0.0,0.0,4,7,1530,0.0,1960,,98059,47.4915,-122.15100000000001,1530,9465
7/18/2014,2,1.0,1310,7697,1.0,0.0,0.0,3,6,850,460.0,1950,0.0,98146,47.4982,-122.348,1270,6410
12/1/2014,3,1.0,1060,10228,1.0,0.0,0.0,3,7,1060,0.0,1948,0.0,98155,47.7481,-122.3,1570,10228
